Initial Pecha ID,Old ID,Title,Volume,Author,Source ID
[I6EF98FF3](https://github.com/Openpecha-Data/I6EF98FF3),[P004233],སྒོ་མང་གྲྭ་ཚང་བཅས་ཀྱི་ཚོགས་འདོན་ཆོས་སྤྱོད་ཀྱི་རིམ་པ་བསྐལ་བཟང་མགྲིན་རྒྱན,,,bdr:bdr:W00EGS1016242
[I2BBCB222](https://github.com/Openpecha-Data/I2BBCB222),[P004234],དར་མོ་བཀའ་རྒྱ་མ་,,,bdr:bdr:W1KG5194
[IB2682C2D](https://github.com/Openpecha-Data/IB2682C2D),[P004235],གསུང་འབུམ། སངས་རྒྱས་རྡོ་རྗེ།,,,bdr:bdr:W23556
[ID555CD8E](https://github.com/Openpecha-Data/ID555CD8E),[P004236],རྣམ་འགྲེལ་མཐའ་དཔྱོད་ཀྱི་མཆན་འགྲེལ་ཀུན་མཁྱེན་ཞལ་ལུང་།,,,bdr:bdr:W1KG24782
[IEBAB88B5](https://github.com/Openpecha-Data/IEBAB88B5),[P004237],སྔ་འགྱུར་རྡོ་རྗེ་ཐེག་པའི་བསྟན་པ་རིན་པོ་ཆེའི་ཇི་ལྟར་བྱུང་བའི་ཚུལ་,,,bdr:bdr:W1KG877
[IC1DA4A09](https://github.com/Openpecha-Data/IC1DA4A09),[P004238],བོད་ཀྱི་གཏན་ཚིགས་རིག་པའི་སྤྱི་དོན་གོ་བདེར་བརྗོད་པ།,,,bdr:bdr:W20577
[I6CC79EBD](https://github.com/Openpecha-Data/I6CC79EBD),[P004239],བོད་ཀྱི་རི་མོའི་སྒྱུ་རྩལ་ལས་ལྷ་སྐུའི་ཐིག་རྩ་དང་ཤིང་ཚོན་སོགས་ཀྱི་རྨང་གཞིའི་ཤེས་བྱ་འགྲོ་ཕན་བློ་གསར་དགའ་སྐྱེད།,,,bdr:bdr:W8LS19042
[I503ED0D0](https://github.com/Openpecha-Data/I503ED0D0),[P004240],ལྷོ་འབྲུག་ཆོས་འབྱུང་།,,,bdr:bdr:W19809
[I998BE685](https://github.com/Openpecha-Data/I998BE685),[P004241],མི་ཉག་མཁས་དབང་ལྔའི་རྣམ་ཐར་། ,,,bdr:bdr:W22026
[I65A70865](https://github.com/Openpecha-Data/I65A70865),[P004242],མཚན་ཉིད་གསུམ་གྱི་རྣམ་གཞག་ག་པུར་ཐིགས་པ།,,,bdr:bdr:W8LS16781
[I52CCCBC7](https://github.com/Openpecha-Data/I52CCCBC7),[P004243],བསྟན་རྒྱས་སྨོན་ལམ་དང་རྩོད་སྤོང་སྨྲ་སེང་།,,,bdr:bdr:W8LS16793
[I27245EA2](https://github.com/Openpecha-Data/I27245EA2),[P004244],ཐུབ་བསྟན་རིས་སུ་མ་ཆད་པའི་བླ་མ་མཆོད་པ་དང་ལྷན་ཐབས་བཅས་,,,bdr:bdr:W1KG5328
[I8D4A085D](https://github.com/Openpecha-Data/I8D4A085D),[P004245],གཡག་ཊཱིཀ།,,,bdr:bdr:W24766
[IBBC31440](https://github.com/Openpecha-Data/IBBC31440),[P004246],བཅའ་ཁྲིམས་ཤེས་བྱའི་ཟེགས་མ།,,,bdr:bdr:W1KG25449
[ICFF1F4FF](https://github.com/Openpecha-Data/ICFF1F4FF),[P004247],སྨན་དཔྱད་གཅེས་པ་གྲུབ་པ།,,,bdr:bdr:W1KG14614
[I327F240D](https://github.com/Openpecha-Data/I327F240D),[P004248],ཁེ་ལས་འཛུགས་གཉེར་གྱི་ཐབས་ལམ།,,,bdr:bdr:W1KG6156
[I1BE6B7B6](https://github.com/Openpecha-Data/I1BE6B7B6),[P004249],ཁ་སང་གི་ཚོ་བ།,,,bdr:bdr:W1KG25569
[IFE946CBF](https://github.com/Openpecha-Data/IFE946CBF),[P004250],མའོ་ཙེ་ཏུང་གི་གཏམ་རྒྱུད།,,,bdr:bdr:W1KG18571
[IC9C27787](https://github.com/Openpecha-Data/IC9C27787),[P004251],ཀསྨིར་ནས་རྙེད་པའི་ལེགས་སྦྱར་ཆོས་དཔེ།,,,bdr:bdr:W29630
[I84DAA1CD](https://github.com/Openpecha-Data/I84DAA1CD),[P004252],གསེར་འོད་དམ་པ་མདོ་སྡེའི་དབང་པོའི་རྒྱལ་པོ། ༼སོག་ཡིག༽,,,bdr:bdr:W4CZ73
[I4F47F64F](https://github.com/Openpecha-Data/I4F47F64F),[P004253],གསུང་འབུམ། ལྷ་རྩེ་བ་ངག་དབང་བཟང་པོ།,,,bdr:bdr:W3CN2194
[IB8347269](https://github.com/Openpecha-Data/IB8347269),[P004254],སྡོམ་གསུམ་འཇམ་དབྱངས་བླ་མའི་དགོངས་རྒྱན་སོགས།,,,bdr:bdr:W3CN540
[I7850CC9C](https://github.com/Openpecha-Data/I7850CC9C),[P004255],བཻ་ཌཱུརྱ་དཀར་པོ།,,,bdr:bdr:W1KG1617
[I92099112](https://github.com/Openpecha-Data/I92099112),[P004256],གཅུང་པོ་དོན་ཡོད་དོན་གྲུབ་ཀྱི་རྣམ་ཐར།,,,bdr:bdr:W23663
[IF5740702](https://github.com/Openpecha-Data/IF5740702),[P004257],དཀའ་ཆེན་ངག་སྒྲོས།,,,bdr:bdr:W3CN4780
[I7041918B](https://github.com/Openpecha-Data/I7041918B),[P004258],ས་སྐྱ་ཆོས་འབྱུང་,,,bdr:bdr:W00KG09736
[I6C15604B](https://github.com/Openpecha-Data/I6C15604B),[P004259],སྐྱིད་ཤོད་སྡེ་པའི་སྐོར།,,,bdr:bdr:W1KG25914
[I4ABB1A11](https://github.com/Openpecha-Data/I4ABB1A11),[P004260],ངོར་མཁན་ཆེན་དཔལ་ལྡན་ཆོས་སྐྱོང་ཞབས་ཀྱི་རྣམ་ཐར། ༼སྡེ་དགེ་པར་མ་བསྐྱར་པར།༽,,,bdr:bdr:W10419
[I47678AE1](https://github.com/Openpecha-Data/I47678AE1),[P004261],ལྟ་བའི་བརྗེད་བྱང་ཆེན་མོ,,,bdr:bdr:W29621
[I334D9847](https://github.com/Openpecha-Data/I334D9847),[P004262],རྗེའི་གསང་བའི་རྣམ་ཐར།,,,bdr:bdr:W8LS17243
[I65553EED](https://github.com/Openpecha-Data/I65553EED),[P004263],དུས་རབས་ཀྱི་བསམ་གཞིགས,,,bdr:bdr:W29014
[I7F1F7FF3](https://github.com/Openpecha-Data/I7F1F7FF3),[P004264],འདུལ་བ་མདོ་རྩའི་རྣམ་བཤད་ཉི་མའི་འོད་ཟེར་ལེགས་བཤད་ལུང་གི་རྒྱ་མཚོ,,,bdr:bdr:W1KG3412
[IC3855440](https://github.com/Openpecha-Data/IC3855440),[P004265],ཀརྨ་པ་སྐུ་འཕྲེང་བཅུ་དྲུག་པ་ཚུན་རིམ་པར་བྱོན་པའི་རྣམ་ཐར་ཕྱོགས་བསྒྲིགས་,,,bdr:bdr:W1KG3815
[IBE6B84BB](https://github.com/Openpecha-Data/IBE6B84BB),[P004266],བོད་ཀྱི་རིག་གནས་ལོ་རྒྱུས་དཔྱད་གཞིའི་རྒྱུ་ཆ་བདམས་བསྒྲིགས་༔ ༢༦,,,bdr:bdr:W00KG01510
[I7001618A](https://github.com/Openpecha-Data/I7001618A),[P004267],འདས་ལོག་ཀརྨ་དབང་འཛིན་གྱི་རྣམ་ཐར་ཐར་པའི་ལྕགས་ཀྱུ།,,,bdr:bdr:W00KG03653
[I4ED6CC66](https://github.com/Openpecha-Data/I4ED6CC66),[P004268],སྤྱན་རས་གཟིགས་ཀྱི་སྒྲུབ་ཐབས་ཀྱི་འགྲེལ་པ་པད་དཀར་དགྱེས་པའི་རང་གདངས། དེབ་ཕྲེང་བཞི་པ།,,,bdr:bdr:W3CN5117
[IAE1BB4EB](https://github.com/Openpecha-Data/IAE1BB4EB),[P004269],སྙིང་ཐིག་གི་སྔོན་འགྲོའི་ཁྲིད་རིམ་ཐར་ལམ་སྣང་སྒྲོན,,,bdr:bdr:W1CZ896
[I9B84EEB7](https://github.com/Openpecha-Data/I9B84EEB7),[P004270],སུམ་ཅུ་པའི་རྣམ་བཤད།,,,bdr:bdr:W1KG4520
[I314863A7](https://github.com/Openpecha-Data/I314863A7),[P004271],གབ་ཙེ་སུམ་ཅུ་སོ་བཞིའི་མོ་དཔེ,,,bdr:bdr:W1GS66248
[I46228BCE](https://github.com/Openpecha-Data/I46228BCE),[P004272],རང་རིགས་ཕུ་ནུ་སྤྲོ་སྐྱིད་འཕེལ་བའི་གཏམ་ཚོགས་ལས་བྱེ་བྲག་གླུ་གཞས་སྣ་ཚོགས།,,,bdr:bdr:W1KG22129
[I086D09A3](https://github.com/Openpecha-Data/I086D09A3),[P004273],བཤེས་སྤྲིངསརྩ་འགྲེལ།,,,bdr:bdr:W3CN6403
[IFF65CAA4](https://github.com/Openpecha-Data/IFF65CAA4),[P004274],དཔལ་འབའ་རོམ་པ་ཆེན་པོའི་བརྒྱུད་པ་གསེར་གྱི་ཕྲེང་བ,,,bdr:bdr:W00KG09763
[IA4B2B3BC](https://github.com/Openpecha-Data/IA4B2B3BC),[P004275],འཛམ་གླིང་ཤར་ནུབ་ཀྱི་གནའ་དེང་རིག་པའི་རྣམ་གཞག་མདོ་ཙམ་བརྗོད་པ། ,,,bdr:bdr:W2PD17643
[I4596B59B](https://github.com/Openpecha-Data/I4596B59B),[P004276],ཀརྨ་སི་ཏུའི་སུམ་རྟགས་འགྲེལ་ཆེན་མཁས་པའི་མགུལ་རྒྱན་མུ་རིག་འཕྲེང་མཛེས།,,,bdr:bdr:W1KG25180
[IBF36ECCF](https://github.com/Openpecha-Data/IBF36ECCF),[P004277],ཕྱི་རྒྱལ་གྱི་ཚད་མ་རིག་པའི་ཞིབ་འཇུག,,,bdr:bdr:W29297
[I7E7E5B81](https://github.com/Openpecha-Data/I7E7E5B81),[P004278],གསུང་འབུམ། མདོ་སྔགས་བསྟན་པའི་ཉི་མ,,,bdr:bdr:W29059
[IF1D7631A](https://github.com/Openpecha-Data/IF1D7631A),[P004279],ཆེད་རྩོམ་གསེར་གྱི་ཐང་མ། བོད་ལུགས་གསོ་རིག,,,bdr:bdr:W22151
[I1B96F099](https://github.com/Openpecha-Data/I1B96F099),[P004280],ཞལ་འདོན་ཕྱོགས་བསྡུས་ཐར་ལམ་བགྲོད་པའི་ཐེམ་སྐས།,,,bdr:bdr:W3CN6946
[IB58AAF4B](https://github.com/Openpecha-Data/IB58AAF4B),[P004281],བོད་ཀྱི་ཁྱིམ་རྒྱུད་ཆེན་པོ་བཅུའི་སྐོར་གྱི་ངག་བརྗོད་ལོ་རྒྱུས།,,,bdr:bdr:W8LS20263
[IDB647A4A](https://github.com/Openpecha-Data/IDB647A4A),[P004282],ཚོར་བའི་ཟིན་ཐོ།,,,bdr:bdr:W3CN6442
[I696B5033](https://github.com/Openpecha-Data/I696B5033),[P004283],བཀའ་བརྒྱད་གསང་བ་ཡོངས་རྫོགས,,,bdr:bdr:W23819
[I61EB6436](https://github.com/Openpecha-Data/I61EB6436),[P004284],བློ་སྦྱོང་དང་ཞལ་གདམས་ཉེར་མཁོ་ཕྱོགས་བསྒྲིགས།,,,bdr:bdr:W1KG1789
[I1D786A99](https://github.com/Openpecha-Data/I1D786A99),[P004285],གསང་སྔགས་རྙིང་མ་བའི་ཞལ་འདོན་ཕྱོགས་སྒྲིག,,,bdr:bdr:W1KG12540
[I5975449B](https://github.com/Openpecha-Data/I5975449B),[P004286],རྒྱལ་དབང་འབྲུག་པ་དཀར་བརྒྱུད་ཕྲིན་ལས་ཤིང་རྟའི་རྣམ་ཐར།,,,bdr:bdr:W1KG4600
[I2AAFB78F](https://github.com/Openpecha-Data/I2AAFB78F),[P004287],དཀར་མཛེས་ཁུལ་རིག་གནས་ལོ་རྒྱུས་ཀྱི་དཔྱད་ཡིག ༼༢༠༽,,,bdr:bdr:W1PD88994
[I40701050](https://github.com/Openpecha-Data/I40701050),[P004288],སློབ་གྲྭ་ཆེན་མོའི་སུམ་རྟགས་སློབ་དེབ། ,,,bdr:bdr:W1PD152295
[I29944945](https://github.com/Openpecha-Data/I29944945),[P004289],རྒྱལ་བ་དགེ་འདུན་རྒྱ་མཚོའི་རྣམ་ཐར,,,bdr:bdr:W26075
[I269B9696](https://github.com/Openpecha-Data/I269B9696),[P004290],རྫོགས་པ་ཆེན་པོ་ངལ་གསོ་སྐོར་གསུམ།,,,bdr:bdr:W1KG20707
[ID93F9639](https://github.com/Openpecha-Data/ID93F9639),[P004291],རྒྱལ་རབས་གསལ་བའི་མེ་ལོང,,,bdr:bdr:W23770
[I12BFB204](https://github.com/Openpecha-Data/I12BFB204),[P004292],གངས་ཅན་རལ་པ།,,,bdr:bdr:W20417
[IB7E337E2](https://github.com/Openpecha-Data/IB7E337E2),[P004293],ལམ་རིམ་ཆེན་མོ།,,,bdr:bdr:W4CZ74177
[I85400801](https://github.com/Openpecha-Data/I85400801),[P004294],ཀུན་མཁྱེན་ཆོས་འབྱུང་གནས་ཀྱི་གསུང་དགེ་འདུན་ཉི་ཤུའི་རྣམ་གཞག,,,bdr:bdr:W1KG21953
[IA7A6D580](https://github.com/Openpecha-Data/IA7A6D580),[P004295],ཇོ་བོ་རྗེ་དཔལ་ལྡན་ཨ་ཏི་ཤའི་རྣམ་ཐར་བཀའ་གདམས་ཕ་ཆོས་,,,bdr:bdr:W1KG5180
[I964B9451](https://github.com/Openpecha-Data/I964B9451),[P004296],རྫོགས་ལྡན་ཆོས་མཆོག་དབུ་མ་གཞན་སྟོང་གི་ཆོས་སྐོར།,,,bdr:bdr:W30484
[I30540B2F](https://github.com/Openpecha-Data/I30540B2F),[P004297],ཀུན་མཁྱེན་འཇམ་དབྱངས་བཞད་པའི་འདུལ་བའི་སྤྱི་དོན།,,,bdr:bdr:W1KG17114
[I3E4F2F35](https://github.com/Openpecha-Data/I3E4F2F35),[P004298],རྒྱལ་བའི་མཚན་འབུམ་ཀེ་ཏ་ཀའི་ཕྲེང་བ།,,,bdr:bdr:W3CN7662
[IF7BC2B0F](https://github.com/Openpecha-Data/IF7BC2B0F),[P004299],གསུང་འབུམ། བློ་བཟང་ནོར་བུ་ཤེས་རབ,,,bdr:bdr:W23471
[IE0CC4CAC](https://github.com/Openpecha-Data/IE0CC4CAC),[P004300],གྲང་བའི་ནད་ཀྱི་རྣམ་བཤད,,,bdr:bdr:W20016
[I53B4E435](https://github.com/Openpecha-Data/I53B4E435),[P004301],ཁམས་སྡེ་དགེ་སྐད་ཀྱི་བརྡ་སྤྲོད།,,,bdr:bdr:W1KG24756
[I4A4A03A0](https://github.com/Openpecha-Data/I4A4A03A0),[P004302],ཀརྨ་བསྟན་འཕེལ་གྱི་སྨན་ཡིག,,,bdr:bdr:W1KG24723
[I64967E64](https://github.com/Openpecha-Data/I64967E64),[P004303],འཚོལ་ཞིབ་དང་མཐའ་དཔྱོད། ,,,bdr:bdr:W1AC241
[I9141BFB2](https://github.com/Openpecha-Data/I9141BFB2),[P004304],རྒྱུད་སྡེ་སྤྱིའི་རྣམ་གཞག།（མཚོ་སྔོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།）,,,bdr:bdr:W30017
[I8C8254B4](https://github.com/Openpecha-Data/I8C8254B4),[P004305],མཆོག་སྤྲུལ་འཇམ་དབྱངས་ཆོས་འཕེལ་གྱི་རྣམ་ཐར,,,bdr:bdr:W2DB16423
[IF6C3EE05](https://github.com/Openpecha-Data/IF6C3EE05),[P004306],སྙན་ངག་མེ་ལོང་གི་འགྲེལ་པ་དབྱངས་ཅན་རོལ་མཚོ,,,bdr:bdr:W30290
[I8A721F99](https://github.com/Openpecha-Data/I8A721F99),[P004307],ཀླུ་སྒྲུབ་དགོངས་རྒྱན,,,bdr:bdr:W29572
[IF45FCF33](https://github.com/Openpecha-Data/IF45FCF33),[P004308],གསུང་འབུམ། ཡེ་ཤེས་རྒྱལ་མཚན།,,,bdr:bdr:W1022
[I9294BC8E](https://github.com/Openpecha-Data/I9294BC8E),[P004309],བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་མཐའ་དཔྱོད།,,,bdr:bdr:W1KG24471
[I708742C1](https://github.com/Openpecha-Data/I708742C1),[P004310],བོད་རང་སྐྱོང་ལྗོངས་སློབ་ཆུང་ཚོད་ལྟའི་སློབ་དེབ། སྐད་ཡིག,,,bdr:bdr:W1KG23669
[I622C9688](https://github.com/Openpecha-Data/I622C9688),[P004311],སྐྱབས་རྗེ་སེང་བྲག་རིན་པོ་ཆེ་མཆོག་གི་མཛད་རྣམ་མདོར་བསྡུས།,,,bdr:bdr:W1KG6328
[IC924A182](https://github.com/Openpecha-Data/IC924A182),[P004312],འབྲུ་འགྲེལ་འཕྲུལ་ལྡེའི་གསལ་འགྲེལ།,,,bdr:bdr:W3CN3374
[IBF30BB45](https://github.com/Openpecha-Data/IBF30BB45),[P004313],མི་དང་མིའི་དབར་འདྲ་མཉམ་མེད་པའི་འབྱུང་རྩ་གླེང་བ།,,,bdr:bdr:W8LS20498
[I474DE3A8](https://github.com/Openpecha-Data/I474DE3A8),[P004314],ཞིང་པའི་ཡིག་སྐུར་ངོ་གཏུག་སྐོར་གྱི་བཅའ་ཁྲིམས་མཛུབ་སྟོན།,,,bdr:bdr:W1KG24735
[IA409FA79](https://github.com/Openpecha-Data/IA409FA79),[P004315],རོང་འབྲོག་མང་ཚོགས་ལ་ཉེ་བར་མཁོ་བའི་བཅའ་ཁྲིམས་ཤེས་བྱ།,,,bdr:bdr:W1PD105798
[I4D1392AA](https://github.com/Openpecha-Data/I4D1392AA),[P004316],བོད་ཞི་བས་བཅིངས་འགྲོལ་བཏང་ནས་ལོ་ངོ་ལྔ་བཅུ་འཁོར་བར་དྲན་གསོ་ཞུ་བའི་རྩོམ་ཡིག་ཕྱོགས་བསྒྲིགས་,,,bdr:bdr:W1KG5724
[ID020E970](https://github.com/Openpecha-Data/ID020E970),[P004317],ཟབ་ལམ་ཇོ་ནང་སྔོན་འགྲོའི་ཚིག་འགྲེལ་སྔོན་མེད་རབ་གསལ་སྣང་བ།,,,bdr:bdr:W1KG13768
[I969185C1](https://github.com/Openpecha-Data/I969185C1),[P004318],དུས་འཁོར་མཆན་འགྲེལ,,,bdr:bdr:W1PD95814
[ICD766E66](https://github.com/Openpecha-Data/ICD766E66),[P004319],བྱིས་རྩོམ་མེ་ཏོག་ཆུན་པོ།,,,bdr:bdr:W1KG25377
[I1DD40883](https://github.com/Openpecha-Data/I1DD40883),[P004320],ཉེས་ཁྲིམས་ལ་འཇུག་པའི་སྒོ།,,,bdr:bdr:W1KG6158
[IFFCC3F3C](https://github.com/Openpecha-Data/IFFCC3F3C),[P004321],བོད་ལྗོངས་ཀྱི་དགོན་སྡེའི་དཀར་ཆག་མུ་ཏིག་ཕྲེང་བ། —ལྷ་ས་གྲོང་མཐིལ་གྱི་དགོན་སྡེའི་སྐོར། ,,,bdr:bdr:W1AC430
[IF16FB1F1](https://github.com/Openpecha-Data/IF16FB1F1),[P004322],ཡོན་ཏན་རྒྱུད་ཀྱི་ལྷན་ཐབས་ཟུག་རྔུའི་ཚ་གདུངས་སེལ་བའི་ཀཏྤཱུ་ར་དུས་མིན་འཆི་ཞགས་གཅོད་པའི་རལ་གྲི།,,,bdr:bdr:W4CZ74384
[I3D4B5937](https://github.com/Openpecha-Data/I3D4B5937),[P004323],ཆོས་སྲུང་སྐྱེས་རབས་དཔལ་ཆེན་རྔམས་པའི་ཆོ་འཕྲུལ།,,,bdr:bdr:W1KG12309
[I669B259C](https://github.com/Openpecha-Data/I669B259C),[P004324],བྱང་ཆུབ་སེམས་པའི་རྟོགས་པ་བརྗོད་པ་དཔག་བསམ་འཁྲི་ཤིང་,,,bdr:bdr:W1CZ1113
[I1546F0B9](https://github.com/Openpecha-Data/I1546F0B9),[P004325],ཀྲུང་གོའི་བོད་ལྗོངས་མངའ་རིས་དུང་དཀར་ལྡེབས་རིས,,,bdr:bdr:W1KG4456
[I14BC1481](https://github.com/Openpecha-Data/I14BC1481),[P004326],ཁོར་ཡུག་དང་ཐོན་ཁུངས་སྲུང་སྐྱོང་བཅའ་ཁྲིམས་བསླབ་དེབ།,,,bdr:bdr:W2PD17437
[I4162DF20](https://github.com/Openpecha-Data/I4162DF20),[P004327],འདུལ་འགྲེལ་བློ་གསར་འཇུག་ངོགས་གསེར་གྱི་ཐེམ་སྐས།,,,bdr:bdr:W1KG17112
[I64DC8422](https://github.com/Openpecha-Data/I64DC8422),[P004328],གངས་གྲོང་གི་རླུང་བུ།,,,bdr:bdr:W1KG14512
[I98988F8F](https://github.com/Openpecha-Data/I98988F8F),[P004329],ཏེང་ཞའོ་ཕིང་གི་གཏམ་རྒྱུད།,,,bdr:bdr:W1KG18574
[ID15F3534](https://github.com/Openpecha-Data/ID15F3534),[P004330],མི་ཉག་ཐུབ་བསྟན་ཆོས་དར་གྱི་དཔྱད་རྩོམ་ཁག་གཉིས།,,,bdr:bdr:W1PD179846
[IC77AF1BC](https://github.com/Openpecha-Data/IC77AF1BC),[P004331],འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་བློ་བཟང་ཐུབ་བསྟན་འཇིགས་མེད་རྒྱ་མཚོའི་རྣམ་པར་ཐར།,,,bdr:bdr:W3MS471
[I3A70D20F](https://github.com/Openpecha-Data/I3A70D20F),[P004332],ཕར་ཕྱིན་སྤྱི་དོན,,,bdr:bdr:W1KG4778
[IEEB3E797](https://github.com/Openpecha-Data/IEEB3E797),[P004333],གནམ་བདེ་སྒོ་མོའི་སྙན་ཚིག་འདྲ་བཤུས།,,,bdr:bdr:W1KG18579
[IEF54F898](https://github.com/Openpecha-Data/IEF54F898),[P004334],བློ་མང་དོན་གྲུབ།,,,bdr:bdr:W8LS20278
[I4095A720](https://github.com/Openpecha-Data/I4095A720),[P004335],གཉུག་སེམས་སྐོར་གསུམ་དང་གཞུང་སྤྱིའི་དཀའ་གནད།,,,bdr:bdr:W3CN4311
[I74392467](https://github.com/Openpecha-Data/I74392467),[P004336],བློ་བཟང་དགོངས་རྒྱན་མུ་ཏིག་ཕྲེང་མཛེས་དེབ་བཅུ་གཉིས་པ།,,,bdr:bdr:W1KG23738
[I65BB3693](https://github.com/Openpecha-Data/I65BB3693),[P004337],ཏུན་ཧོང་ཡིག་རྙིང་ལས་བྱུང་བའི་བོད་ཀྱི་གནའ་རབས་སྨོན་ལམ་དང་དེའི་མཆན་འགྲེལ།,,,bdr:bdr:W29263
[IB14B913B](https://github.com/Openpecha-Data/IB14B913B),[P004338],མདོ་སྔགས་བཀའ་འགྱུར་དཀར་ཆག་དང་བཀའ་འགྱུར་རོ་ཅོག་གི་དཀར་ཆག་བསྟན་པ་གསལ་བའི་སྒྲོན་མེ།,,,bdr:bdr:W1KG15366
[I40DF85E4](https://github.com/Openpecha-Data/I40DF85E4),[P004339],འོད་ཟེར་དྲི་མེད་ཀྱི་འཆི་བསླུའི་ཆོ་ག,,,bdr:bdr:W1CZ1235
[I3F3CC41C](https://github.com/Openpecha-Data/I3F3CC41C),[P004340],རྒྱ་བོད་བརྡ་མཛོད།,,,bdr:bdr:W1KG12423
[IB74ABA6E](https://github.com/Openpecha-Data/IB74ABA6E),[P004341],དཔལ་ལྡན་ལྷ་མོར་བསྟོད་པ།,,,bdr:bdr:W4CZ41810
[IC3ABADD7](https://github.com/Openpecha-Data/IC3ABADD7),[P004342],བཀའ་གདམས་གསུང་འབུམ་ཕྱོགས་བསྒྲིགས་ཐེངས་དང་པོ།,,,bdr:bdr:W1PD89051
[I355D5A6C](https://github.com/Openpecha-Data/I355D5A6C),[P004343],རྒྱུད་བླ་ས་འགྲེལ,,,bdr:bdr:W1PD95809
[I27B1C66E](https://github.com/Openpecha-Data/I27B1C66E),[P004344],ཆོས་ཀྱི་སྣང་བ་གསར་པ,,,bdr:bdr:W00KG03652
[I24927182](https://github.com/Openpecha-Data/I24927182),[P004345],ཚད་མ་རིགས་གཞུང་རྒྱ་མཚོ,,,bdr:bdr:W30013
[IC76FB432](https://github.com/Openpecha-Data/IC76FB432),[P004346],བྱིས་པའི་རབ་བྱེད།,,,bdr:bdr:W1PD105831
[I61977F9E](https://github.com/Openpecha-Data/I61977F9E),[P004347],དཔལ་གསང་བ་སྙིང་པོའི་རྒྱ་ཆེར་འགྲེལ་པ།,,,bdr:bdr:W1KG12822
[I091EC8BC](https://github.com/Openpecha-Data/I091EC8BC),[P004348],དགེ་ཚུལ་ལྔ་བཅུ་པའི་ཁྲིད་ཟིན་ཚུལ་ཁྲིམས་གསལ་བའི་ཉིན་བྱེད།,,,bdr:bdr:W1KG15855
[I1C642196](https://github.com/Openpecha-Data/I1C642196),[P004349],ནང་བསྟན་གསོ་དཔྱད་ཀེ་ལ་ཤའི་ཆུ་རྒྱུན།,,,bdr:bdr:W3CN5234
[I20200CE6](https://github.com/Openpecha-Data/I20200CE6),[P004350],གསུང་འབུམ། རོལ་པའི་རྡོ་རྗེ། （དྷ་རམ་ས་ལ།）,,,bdr:bdr:W29035
[I5FC54BB9](https://github.com/Openpecha-Data/I5FC54BB9),[P004351],གསུང་འབུམ། རིག་འཛིན་གར་གྱི་དབང་ཕྱུག,,,bdr:bdr:W8LS19338
[ID8B13166](https://github.com/Openpecha-Data/ID8B13166),[P004352],རྒྱུད་བཞིའི་འགྲེལ་བ་མེས་པོའི་ཞལ་ལུང་། སྟོད་ཆ།,,,bdr:bdr:W8LS19189
[I6A61AFCD](https://github.com/Openpecha-Data/I6A61AFCD),[P004353],རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་གྱི་གསུང་འབུམ། ,,,bdr:bdr:W1AC364
[IC73ADF31](https://github.com/Openpecha-Data/IC73ADF31),[P004354],རྨ་ལྷོའི་དམངས་ཁྲོད་རིག་གནས་དཔེ་ཚོགས་གསེར་གྱི་ཐང་མ།,,,bdr:bdr:W8LS20454
[I689CC1D5](https://github.com/Openpecha-Data/I689CC1D5),[P004355],སླེ་ལུང་བཞད་པའི་རྡོ་རྗེའི་གསུང་རྩོམ་སྐོར་གྱི་ཟིན་ཐོ།,,,bdr:bdr:W1KG9299
[IE0B23734](https://github.com/Openpecha-Data/IE0B23734),[P004356],གསུང་ཐོར་བུ། ཀུན་དགའ་བསྟན་འཛིན།,,,bdr:bdr:W10979
[IBB099922](https://github.com/Openpecha-Data/IBB099922),[P004357],དྲི་མེད་ཀུན་ལྡན་གྱི་མཛད་རྣམ,,,bdr:bdr:W21595
[IA1B9104A](https://github.com/Openpecha-Data/IA1B9104A),[P004358],འདན་མའི་ལོ་རྒྱུས་གསེར་གྱི་འོད་ཐིག་,,,bdr:bdr:W00KG09757
[I9EEB2059](https://github.com/Openpecha-Data/I9EEB2059),[P004359],དཔལ་དྭགས་པོ་ཟླ་འོད་གཞོན་ནུའི་ཚོགས་ཆོས་དང་ཞུས་ལན་ཕྱོགས་བསྡུས་མཉམ་མེད་བླ་མའི་ཞལ་སྐྱིན། ,,,bdr:bdr:W1AC325
[IA7994922](https://github.com/Openpecha-Data/IA7994922),[P004360],བླ་ནག་པ་སྤུན་གསུམ་གྱི་མནོ་བསམ་ཕྱོགས་བསྒྲིགས།,,,bdr:bdr:W1KG22942
[I43607CD0](https://github.com/Openpecha-Data/I43607CD0),[P004361],འཇམ་དབྱངས་མོ་དཔེ།,,,bdr:bdr:W8LS18091
[I28D660A2](https://github.com/Openpecha-Data/I28D660A2),[P004362],གནས་བརྟན་ཕྱག་མཆོད་སོགས་ཆོ་གའི་རིམ་པ་འགའ་ཞིག,,,bdr:bdr:W1KG23667
[I053C35F4](https://github.com/Openpecha-Data/I053C35F4),[P004363],བཟོ་རིག་བསྟན་བཅོས།,,,bdr:bdr:W1KG10449
